prob,gene
217980_s_at,MRPL16
224149_x_at,SLMAP
214172_x_at,RYK
204211_x_at,EIF2AK2
221423_s_at,YIPF5
201127_s_at,ACLY
1556186_s_at,EMC1
200957_s_at,SSRP1
219034_at,PARP16
242365_at,---
214594_x_at,ATP8B1
214383_x_at,KLHDC3
225164_s_at,EIF2AK4
201971_s_at,ATP6V1A
201598_s_at,INPPL1
225448_at,NAPG
222416_at,ALDH18A1
238980_x_at,ENTHD2
229022_at,ZFX
218472_s_at,PELO
1555639_a_at,LOC101059993_///_RBM14
218511_s_at,PNPO
201026_at,EIF5B
218103_at,FTSJ3
225980_at,ELMSAN1
202144_s_at,ADSL
212178_s_at,POM121_///_POM121C
50374_at,OXLD1
224699_s_at,ESYT2
217016_x_at,TMEM212
228545_at,ZNF148
213048_s_at,---
223260_s_at,POLK
226842_at,FBXL20
212035_s_at,EXOC7
208878_s_at,PAK2
217403_s_at,ZNF227
212910_at,THAP11
212523_s_at,KIAA0146_///_LOC100996383
217834_s_at,SYNCRIP
223982_s_at,PNPLA8
212394_at,EMC1
222140_s_at,GPR89A_///_GPR89B_///_GPR89C_///_LOC101060247_///_LOC101060636
218455_at,NFS1
205329_s_at,SNX4
239346_at,GTF2H3
217925_s_at,C6orf106
214112_s_at,CXorf40A_///_CXorf40B
214881_s_at,UBTF
221739_at,C19orf10
226297_at,HIPK3
223035_s_at,FARSB
223787_s_at,CCDC174
229733_s_at,---
211951_at,NOLC1
207945_s_at,CSNK1D
212248_at,MTDH
207079_s_at,MED6
227378_x_at,C16orf13
202168_at,TAF9
214179_s_at,NFE2L1
204098_at,RBMX2
217100_s_at,UBXN7
208947_s_at,UPF1
201707_at,PEX19
218374_s_at,C12orf4
220741_s_at,PPA2
212534_at,ZNF24
230734_x_at,STRN
218307_at,RSAD1
209941_at,RIPK1
224808_s_at,GET4
224752_at,C7orf73
218234_at,ING4
227905_s_at,AZI2
211593_s_at,MAST2
200946_x_at,GLUD1
200598_s_at,HSP90B1_///_MIR3652
223238_s_at,PBRM1
1553108_at,C5orf24
224472_x_at,SDF4
203361_s_at,GJA9-MYCBP_///_MYCBP
239633_at,---
210639_s_at,ATG5
222131_x_at,RHOT2
223886_s_at,RNF146
201709_s_at,NIPSNAP1
201608_s_at,PWP1
201483_s_at,SUPT4H1
226345_at,ARL5B
218838_s_at,TTC31
203244_at,PEX5
211996_s_at,LOC101060455_///_LOC101060564_///_LOC595101_///_LOC613037_///_NPIPB11_///_NPIPB3_///_NPIPB4_///_NPIPB5
236594_at,LLGL1
217976_s_at,DYNC1LI1
205953_at,LRIG2
222754_at,TRNT1
214356_s_at,KIAA0368
213209_at,TAF6L
1553677_a_at,TIPRL
223004_s_at,TIMMDC1
220215_at,ZNF669
212604_at,MRPS31
218347_at,TYW1
218512_at,WDR12
207598_x_at,XRCC2
206861_s_at,CGGBP1
201756_at,RPA2
209247_s_at,ABCF2
208270_s_at,RNPEP
202058_s_at,KPNA1
223288_at,USP38
49485_at,PRDM4
218212_s_at,MOCS2
216449_x_at,HSP90B1
203112_s_at,MIR943_///_NELFA
201486_at,RCN2
203655_at,XRCC1
213671_s_at,MARS
33132_at,CPSF1_///_MIR1234_///_MIR939
212800_at,STX6
211512_s_at,OGFR
212815_at,ASCC3
203203_s_at,KRR1
215273_s_at,TADA3
208910_s_at,C1QBP
232229_at,SETX
32091_at,SLC25A44
1554145_a_at,PPP1R21
218142_s_at,CRBN
203262_s_at,FAM50A
208860_s_at,ATRX
201800_s_at,OSBP
202927_at,PIN1
229036_at,TNRC6B
222244_s_at,TUG1
223598_at,RAD23B
223160_s_at,SMEK1
227772_at,LATS1
222035_s_at,PAPOLA
235783_at,MRTO4
212323_s_at,VPS13D
211974_x_at,RBPJ
212133_at,NIPA2
227028_s_at,---
226896_at,CHCHD1
201022_s_at,DSTN
225154_at,SYAP1
218696_at,EIF2AK3
208811_s_at,DNAJB6_///_TMEM135
209528_s_at,TELO2
1553983_at,DTYMK
210947_s_at,MSH3
222659_at,IPO11_///_IPO11-LRRC70
221744_at,DCAF7
218998_at,FAM206A
202945_at,FPGS
217848_s_at,PPA1
235509_at,LOC100506538_///_NDUFAF6
213311_s_at,TCF25
1557584_at,FLJ20444
243196_s_at,TRAFD1
218367_x_at,USP21
227470_at,ZNF48
224726_at,MIB1
232860_x_at,RBM41
244587_at,ATF7
205631_at,KIAA0586
203155_at,SETDB1
203500_at,GCDH
226990_at,CAPRIN1
216739_at,---
225741_at,THUMPD3
234471_s_at,NCOA5
223242_s_at,MFSD11
229394_s_at,ARHGAP35
225152_at,ZNF622
210137_s_at,DCTD
226024_at,COMMD1
211623_s_at,FBL
218172_s_at,DERL1
214349_at,---
218593_at,RBM28
227968_at,PDDC1
214173_x_at,URI1
208184_s_at,TRAPPC10
204690_at,STX8
224578_at,RCC2
222601_at,UBA6
200690_at,HSPA9
221495_s_at,TCF25
226531_at,ORAI1
218895_at,GPATCH3
226866_at,ESCO1
214047_s_at,MBD4
225805_at,HNRNPU
213574_s_at,KPNB1
204905_s_at,EEF1E1
202854_at,HPRT1
212628_at,PKN2
44673_at,SIGLEC1
44654_at,G6PC3
209467_s_at,MKNK1
226854_at,MTG2
214144_at,POLR2D
218287_s_at,AGO1
204113_at,CELF1
220181_x_at,SLC30A5
1552656_s_at,UHMK1
215982_s_at,DOM3Z
208686_s_at,BRD2
212107_s_at,DHX9
202279_at,C14orf2
218646_at,C4orf27
213527_s_at,ZNF688
202611_s_at,MED14
40149_at,SH2B1
212348_s_at,KDM1A
209845_at,MKRN1
213973_at,RRBP1
234956_at,LOC93444
224988_at,C6orf89
210620_s_at,GTF3C2
202164_s_at,CNOT8
218668_s_at,RAP2C
224078_at,HIATL2
1569415_at,---
201080_at,PIP4K2B
210766_s_at,CSE1L
210541_s_at,TRIM27
217828_at,SLTM
209592_s_at,DCAF7
1564498_at,---
210685_s_at,UBE4B
213483_at,PPWD1
210573_s_at,LOC101060460_///_POLR3C
210320_s_at,DDX52
229436_x_at,BRCC3
219180_s_at,PEX26
224938_at,NUFIP2
213696_s_at,MED8
218476_at,POMT1
212189_s_at,COG4
228544_s_at,CSRP2BP_///_PET117
218594_at,HEATR1
209578_s_at,POFUT2
1568986_x_at,PIGT
226835_s_at,ZFAS1
222441_x_at,SLMO2
217922_at,MAN1A2
206383_s_at,G3BP2
225161_at,GFM1
227833_s_at,MBD6
AFFX-HUMRGE/M10098_M_at,---
210249_s_at,NCOA1
1558015_s_at,ACTR2
224332_s_at,MRPL43
202658_at,LOC101060567_///_PEX11B
215230_x_at,EIF3C_///_EIF3CL
204173_at,MYL6B
241517_at,---
41512_at,BRAP
209688_s_at,CCDC93
226032_at,CASP2
1557319_at,---
226821_at,---
202595_s_at,LEPROTL1
227640_s_at,RP9_///_RP9P
201635_s_at,FXR1
224789_at,DCAF12
212388_at,USP24
221506_s_at,TNPO2
227075_at,ELP3
211561_x_at,MAPK14
224830_at,NUDT21
224247_s_at,MRPS10
218932_at,ZNHIT6
1555063_at,USP6
223576_at,C6orf203
1554365_a_at,PPP2R5C
233532_x_at,IFT52
211949_s_at,NOLC1
225648_at,STK35
209391_at,DPM2
202484_s_at,MBD2
220607_x_at,NELFCD
217322_x_at,OTTHUMG00000014388_///_RP3-522P13.2
219240_s_at,C10orf88
222715_s_at,SYNRG
203429_s_at,SUCO
207023_x_at,KRT10
208927_at,SPOP
213184_at,SENP5
232909_s_at,BPTF
223248_at,HSDL1
234947_s_at,FAM204A
221596_s_at,RBM48
225888_at,NAA25
212375_at,EP400
222200_s_at,BSDC1
223008_s_at,TMEM245
218014_at,NUP85
200597_at,EIF3A
58696_at,EXOSC4
221473_x_at,SERINC3
203952_at,ATF6
229428_at,TIMM23
227942_s_at,CRIPT
1554429_a_at,DMWD
218375_at,NUDT9
202046_s_at,ARHGAP35
201299_s_at,MOB1A
212931_at,TCF20
212132_at,LSM14A
207628_s_at,WBSCR22
226855_at,PDP2
218903_s_at,NABP2
201448_at,TIA1
225230_at,DRAM2
1554839_at,CIDECP
224600_at,CGGBP1
212629_s_at,PKN2
202818_s_at,TCEB3
225339_at,SPAG9
228135_at,C1orf52
222555_s_at,MRPL44
202483_s_at,RANBP1
1555910_at,PTCD2
242687_at,FAM160A1
223511_at,SPRTN
220408_x_at,SUPT20H
208821_at,SNRPB
202143_s_at,COPS8
227784_s_at,COG1
1554466_a_at,C16orf13
226467_at,TANGO6
218296_x_at,MSTO1_///_MSTO2P
209748_at,SPAST
1557189_at,DNASE1
227653_at,TRMT5
222621_at,DNAJC1
207163_s_at,AKT1
241734_at,SRFBP1
234982_at,UBR3
223145_s_at,AKIRIN2
217912_at,DUS1L
201336_at,VAMP3
224980_at,LEMD2
221781_s_at,DNAJC10
226496_at,ZCCHC7
228379_at,LOC128322_///_NUTF2
208967_s_at,AK2
231839_at,PDE12
212483_at,NIPBL
203630_s_at,COG5
203448_s_at,TERF1
216858_x_at,---
209271_at,BPTF
223166_x_at,RABL6
210543_s_at,PRKDC
221847_at,LOC100129361
212075_s_at,CSNK2A1
228928_x_at,BANP
213389_at,ZNF592
222804_x_at,DCAF10
200947_s_at,GLUD1
212500_at,ADO
34478_at,RAB11B
209479_at,CCDC28A
209273_s_at,ISCA1
1560818_at,LINC00944
209572_s_at,EED
213237_at,KNOP1
218709_s_at,IFT52
224775_at,IWS1
212826_s_at,SLC25A6
216315_x_at,UBE2V1P9_///_UBE2V1P9
217895_at,PTCD3
200078_s_at,ATP6V0B
204186_s_at,PPID
202256_at,CD2BP2
236900_x_at,CCDC163P
227335_at,DIDO1
211967_at,TMEM123
224825_at,DNTTIP1
212295_s_at,SLC7A1
218203_at,ALG5
231169_at,---
222633_at,TBL1XR1
204145_at,FRG1_///_LOC100289097_///_LOC100996779
218193_s_at,GOLT1B
1554417_s_at,APH1A
228324_at,C9orf41
224684_at,SNX12
213986_s_at,TMEM259
221804_s_at,FAM45A_///_FAM45B
218588_s_at,FAM114A2
232057_at,SLC7A6OS
203679_at,TMED1
221311_x_at,LYRM2
225153_at,GFM1
224286_at,C1QTNF5_///_MFRP
225229_at,AFF4
200903_s_at,AHCY
202850_at,ABCD3
223425_at,RAVER1
242535_at,---
204599_s_at,MRPL28
219088_s_at,ZNF576
219226_at,CDK12
218671_s_at,ATPIF1
231959_at,LIN52
225409_at,COA5
226619_at,SENP1
226300_at,MED19
201413_at,HSD17B4
226387_at,RSBN1L
226617_at,ARL5A
224639_at,SPPL3
201513_at,TSN
204016_at,LARS2
1555843_at,HNRNPM
225547_at,SNHG6_///_SNORD87
210396_s_at,BOLA2_///_LOC101060252_///_LOC101060455_///_LOC440354_///_LOC595101
202141_s_at,COPS8
217837_s_at,CHMP3_///_RNF103-CHMP3
218026_at,COA3
235702_at,---
226143_at,RAI1
243682_at,---
1554767_s_at,CRYZL1
201604_s_at,PPP1R12A
219819_s_at,MRPS28
224347_x_at,UBE2J2
224868_at,ZDHHC5
221995_s_at,---
212341_at,YIPF6
223332_x_at,RNF126
217876_at,GTF3C5
210779_x_at,GEMIN2
226095_s_at,ATXN1L
226217_at,SLC30A7
212994_at,THOC2
1563090_at,CCDC33
213026_at,ATG12
204598_at,UBOX5
203152_at,MRPL40
219158_s_at,NAA15
208617_s_at,PTP4A2
1556281_at,---
212917_x_at,RECQL
223101_s_at,ARPC5L
202281_at,GAK
212222_at,PSME4
52741_at,TRMT61A
221216_s_at,SCMH1
213320_at,PRMT3
225494_at,DYNLL2
203102_s_at,MGAT2
218123_at,C21orf59
47530_at,C9orf156
219055_at,SRBD1
209020_at,OSER1
215712_s_at,IGFALS
208734_x_at,RAB2A
202582_s_at,RANBP9
218708_at,NXT1
235314_at,RPL32P3
227521_at,FBXO33
211801_x_at,MFN1
226224_at,FOXK2
201083_s_at,BCLAF1
221767_x_at,HDLBP
205218_at,POLR3F
201609_x_at,ICMT
228336_at,PWWP2A
225121_at,TBC1D23
222029_x_at,PFDN6
218520_at,TBK1
203008_x_at,TXNDC9
229863_s_at,ELP6
218508_at,DCP1A
202958_at,PTPN9
201020_at,YWHAH
203449_s_at,TERF1
213021_at,GOSR1
225145_at,NCOA5
235791_x_at,CHD1
209219_at,MIR1236_///_NELFE
206968_s_at,NFRKB
201805_at,PRKAG1
221264_s_at,TARDBP
218852_at,PPP2R3C
225218_at,ZFYVE27
233065_at,RNF207
210054_at,HAUS3
218740_s_at,CDK5RAP3
225683_x_at,PHPT1
209484_s_at,NSL1
204618_s_at,GABPB1
213188_s_at,MINA
208042_at,AGGF1
228746_s_at,---
235124_at,EIF3J-AS1
230727_at,CISD3
213511_s_at,MTMR1
1561518_at,LOC283914
205362_s_at,PFDN4
217324_at,---
217715_x_at,---
1554869_at,WDR37
39891_at,ZNF710
209907_s_at,ITSN2
218577_at,LRRC40
213688_at,CALM1_///_CALM2_///_CALM3
1552976_at,---
225754_at,AP1G1
1563796_s_at,EARS2
217864_s_at,PIAS1
218267_at,CINP
226337_at,GORAB
222832_s_at,MFF
201587_s_at,IRAK1
233588_x_at,PFDN6
225096_at,COPRS
206357_at,OPA3
225370_at,PYGO2
216241_s_at,TCEA1
218912_at,GCC1
203445_s_at,CTDSP2
236240_at,C4orf29
209922_at,BRAP
217543_s_at,MBTPS1
220949_s_at,C7orf49_///_LOC653739
221482_s_at,ARPP19
218846_at,MED23
1556533_at,LINC00868
217526_at,NFATC2IP
208930_s_at,ILF3
222789_at,RSBN1
226110_at,PTAR1
231973_s_at,ANAPC1_///_LOC285074_///_LOC730268
217379_at,OTTHUMG00000014474_///_RP11-209A2.1
208445_s_at,BAZ1B
218837_s_at,UBE2D4
209239_at,NFKB1
210242_x_at,ST20
212474_at,AVL9
201129_at,SRSF7
227864_s_at,MVB12A
243024_at,ZNF394
222458_s_at,AKIRIN1
207785_s_at,RBPJ
218120_s_at,HMOX2
201814_at,TBC1D5
218615_s_at,TMEM39A
201767_s_at,ELAC2
233873_x_at,MTPAP
225556_at,VMA21
211815_s_at,GGA3
213743_at,CCNT2
221789_x_at,RHOT2
205202_at,PCMT1
221726_at,RPL22
219186_at,ZBTB7A
222588_s_at,C11orf57
202166_s_at,PPP1R2
209231_s_at,DCTN5
240945_at,OTTHUMG00000015980_///_RP1-155D22.1
209217_s_at,WDR45
225437_s_at,BRAT1
225773_at,RSPRY1
217809_at,BZW2
235837_at,SNIP1
222850_s_at,DNAJB14
222604_at,GTF3C3
215245_x_at,FMR1
208772_at,ANKHD1_///_ANKHD1-EIF4EBP3
209456_s_at,FBXW11
1555945_s_at,FAM120A
225091_at,ZCCHC3
224628_at,ERLEC1
203011_at,IMPA1
227608_at,DAP3
223481_s_at,MRPL47
205189_s_at,FANCC
208874_x_at,PPP2R4
204930_s_at,BNIP1
231715_s_at,PYCR2
212498_at,6-Mar
238324_at,GATAD2A
214638_s_at,CCNT2
231045_x_at,C11orf31
244248_at,TTC27
225967_s_at,C17orf89
209073_s_at,NUMB
222681_at,POGLUT1
201056_at,GOLGB1
219979_s_at,C11orf73
218439_s_at,COMMD10
242235_x_at,---
203319_s_at,ZNF148
200758_s_at,NFE2L1
218403_at,TRIAP1
209111_at,RNF5
235089_at,FBXL20
202681_at,C3orf62_///_MIR4271_///_USP4
222578_s_at,UBA5
219248_at,THUMPD2
204282_s_at,FARS2
221923_s_at,NPM1
225232_at,MTMR12
227973_at,C2orf69
228853_at,STYX
238406_x_at,SEZ6L2
209045_at,XPNPEP1
216389_s_at,DCAF11
209580_s_at,MBD4
1555205_at,OTTHUMG00000178531_///_RP11-498C9.17
201176_s_at,ARCN1
222228_s_at,ALKBH4
213957_s_at,CEP350
203318_s_at,ZNF148
215492_x_at,PTCRA
201992_s_at,KIF5B
225223_at,SMAD5
229786_at,---
202772_at,HMGCL
241202_at,---
215690_x_at,GPAA1
224582_s_at,NUCKS1
224922_at,CSNK2A2
219575_s_at,COG8_///_PDF
209390_at,TSC1
218188_s_at,TIMM13
211961_s_at,RAB7A
213034_at,SIK3
202502_at,ACADM
37226_at,BNIP1
201357_s_at,SF3A1
201168_x_at,ARHGDIA
203818_s_at,SF3A3
210796_x_at,SIGLEC6
210216_x_at,RAD1
224281_s_at,NGRN
201174_s_at,TERF2IP
201964_at,SETX
53202_at,C7orf25_///_PSMA2
225787_at,UBE2F
213405_at,RAB22A
208953_at,LARP4B
223012_at,MIR4746_///_UBXN6
225086_at,FAM98B
1557966_x_at,MTERFD2
218339_at,MRPL22
224864_at,SRA1
210312_s_at,IFT20
203357_s_at,CAPN7
233638_s_at,POMGNT1
223281_s_at,COX15
211251_x_at,NFYC
223331_s_at,DDX20
217207_s_at,BTNL3
227507_at,ZNF592
205176_s_at,ITGB3BP
208118_x_at,LOC100271836_///_LOC101060596_///_LOC101060604_///_SLC7A5P1_///_SLC7A5P2
213296_at,RER1
203301_s_at,DMTF1
218323_at,RHOT1
220033_at,---
218227_at,NUBP2
212625_at,STX10
232347_x_at,---
207004_at,BCL2
202117_at,ARHGAP1
201999_s_at,DYNLT1
230228_at,SSC5D
224312_x_at,CPSF3L
228611_s_at,---
244389_at,TLK1
202596_at,ENSA
208661_s_at,TTC3_///_TTC3P1
227456_s_at,C6orf136
217466_x_at,RPS2_///_SNORA64
242131_at,ATP6
217313_at,AC004692.5_///_OTTHUMG00000155207
234135_x_at,---
226871_s_at,ATG4D
218070_s_at,GMPPA
223020_at,CLPTM1L
202142_at,COPS8
238686_at,FBXO3
226317_at,PPP4R2
217673_x_at,GNAS
225892_at,IREB2
218139_s_at,AP5M1
202853_s_at,RYK
202808_at,WBP1L
218090_s_at,WDR11
219818_s_at,GPATCH1
218372_at,MED9
226541_at,FBXO30
212337_at,TUG1
1564494_s_at,P4HB
206875_s_at,SLK
201815_s_at,TBC1D5
212861_at,MFSD5
219706_at,AP5S1
206141_at,MOCS3
227005_at,RPP14
202537_s_at,CHMP2B
222667_s_at,ASH1L
203460_s_at,PSEN1
224881_at,VKORC1L1
201330_at,RARS
221817_at,DOLPP1
203616_at,POLB
213203_at,SNAPC5
239355_at,GMCL1
222538_s_at,APPL1
206936_x_at,---
200852_x_at,GNB2
222468_at,KIAA0319L
218703_at,SEC22A
213892_s_at,APRT
203534_at,LSM1
1569961_at,AC024592.9_///_OTTHUMG00000180615
225722_at,MIR3658_///_UCK2
211928_at,DYNC1H1
212277_at,MTMR4
218473_s_at,COLGALT1
233642_s_at,HEATR5B
200727_s_at,ACTR2
238789_at,KANK1
212700_x_at,MIR4315-1_///_MIR4315-2_///_PLEKHM1_///_PLEKHM1P
220671_at,CCRN4L
225026_at,CHD6
218022_at,VRK3
210474_s_at,CDK11A_///_CDK11B
201783_s_at,RELA
200655_s_at,CALM1_///_CALM2_///_CALM3
227924_at,INO80D
233881_s_at,TOLLIP
203546_at,IPO13
227991_x_at,ZBTB43
212506_at,PICALM
208879_x_at,PRPF6
222522_x_at,MRPS10
202632_at,DPH1_///_OVCA2
1563772_a_at,LAMA3
208773_s_at,ANKHD1_///_ANKHD1-EIF4EBP3
200959_at,FUS
208986_at,TCF12
225277_at,SLC39A13
219418_at,NHEJ1_///_SLC23A3
200623_s_at,CALM1_///_CALM2_///_CALM3
222464_s_at,MCMBP
201836_s_at,SUPT7L
201519_at,TOMM70A
223584_s_at,KBTBD2
202536_at,CHMP2B
209643_s_at,PLD2
230566_at,MORC2-AS1
222510_s_at,MKRN2
218549_s_at,RMDN1
217792_at,SNX5
201066_at,CYC1
1567166_at,---
54632_at,THADA
218314_s_at,C11orf57
207108_s_at,NIPBL
225475_at,MIER1
229813_x_at,DAZAP1
217416_x_at,---
201259_s_at,SYPL1
211114_x_at,GEMIN2
223106_at,TMEM14C
209384_at,PROSC
212576_at,MGRN1
201799_s_at,OSBP
223110_at,KIAA1429
202618_s_at,MECP2
202865_at,DNAJB12
215091_s_at,GTF3A
209653_at,KPNA4
223039_at,GUCD1
226293_at,MED19
235347_at,LRCH3
203259_s_at,HDDC2
210633_x_at,KRT10
214281_s_at,RCHY1
224502_s_at,KIAA1191
202370_s_at,CBFB
1565641_at,C16orf45
210200_at,WWP2
202782_s_at,INPP5K
224377_s_at,RAB18
227601_at,METTL14
224721_at,WDR75
201512_s_at,TOMM70A
201003_x_at,TMEM189_///_TMEM189-UBE2V1_///_UBE2V1
215778_x_at,LOC100996433
201602_s_at,PPP1R12A
222645_s_at,KCTD5
225350_s_at,ZYG11B
226036_x_at,CASP2
218069_at,DCTPP1
228189_at,BAG4
208717_at,OXA1L
224788_at,ARF6
212306_at,CLASP2
204853_at,ORC2
209221_s_at,OSBPL2
215936_s_at,KIAA1033
222726_s_at,EXOC5
212882_at,KLHL18
215207_x_at,NUS1_///_NUS1P3
229803_s_at,NUDT3_///_RPS10-NUDT3
208759_at,NCSTN
226715_at,FOXK1
205562_at,RPP38
1554661_s_at,CNST
203833_s_at,TGOLN2
203538_at,CAMLG
219679_s_at,WAC
215507_x_at,RAB22A
202251_at,PRPF3
213741_s_at,KPNA1
202170_s_at,AASDHPPT
225638_at,COA6
214213_x_at,LMNA
202610_s_at,MED14
212018_s_at,RSL1D1
208757_at,TMED9
222349_x_at,RNF126P1
218452_at,SMARCAL1
218536_at,MRS2
218982_s_at,MRPS17
203966_s_at,PPM1A
203125_x_at,SLC11A2
243147_x_at,---
218239_s_at,GTPBP4
212459_x_at,SUCLG2
41387_r_at,KDM6B
225684_at,SKA2
208371_s_at,RING1
220199_s_at,AIDA
203647_s_at,FDX1
234807_x_at,OTTHUMG00000031782_///_RPL7AL2
221502_at,KPNA3
241876_at,MDM4
59999_at,HIF1AN
227018_at,DPP8
212201_at,ANKLE2
209077_at,TXN2
222678_s_at,DCUN1D1
202906_s_at,NBN
217905_at,MCMBP
212616_at,CHD9
218771_at,PANK4
232540_x_at,---
217393_x_at,UBE2NL
231012_at,SLC35G1
201338_x_at,GTF3A
44065_at,C12orf52
213526_s_at,LIN37
235451_at,SMAD5
234611_at,LGALS8-AS1
208838_at,CAND1
212453_at,KIAA1279
215772_x_at,SUCLG2
209471_s_at,FNTA
1558914_at,DESI2
218544_s_at,RCL1
201567_s_at,GOLGA4
204003_s_at,NUPL2
213111_at,PIKFYVE
203364_s_at,ATG13
223154_at,MRPL1
37278_at,TAZ
200740_s_at,SUMO3
239316_at,METTL12_///_SNORA57
225357_s_at,INO80
236259_at,STK4
201762_s_at,PSME2
225507_at,PNISR
202126_at,PRPF4B
212470_at,SPAG9
226887_at,HSPA14
201377_at,UBAP2L
201158_at,NMT1
227199_at,DIP2A
225103_at,MRPL38
206593_s_at,MED22
1565672_at,---
214259_s_at,AKR7A2
1564521_x_at,PRMT5
226513_at,ASB7
225738_at,RAPGEF1
209385_s_at,PROSC
204571_x_at,PIN4
209399_at,HLCS
203265_s_at,MAP2K4
209350_s_at,GPS2
209746_s_at,COQ7
204108_at,NFYA
225088_at,FOPNL
203970_s_at,PEX3
224621_at,MAPK1
200980_s_at,PDHA1
235260_s_at,PACRGL
221407_at,GJD2
213384_x_at,PLCB3
204064_at,THOC1
223347_at,MUM1
48030_at,FAXDC2
225371_at,GLE1
207809_s_at,ATP6AP1
215338_s_at,NKTR
226073_at,TMEM218
217822_at,WBP11
222436_s_at,CHMP3_///_RNF103-CHMP3
204180_s_at,ZBTB43
204524_at,PDPK1
222472_at,AFTPH
225813_at,RC3H2
208424_s_at,CIAPIN1
208952_s_at,LARP4B
218395_at,ACTR6
222148_s_at,RHOT1
209404_s_at,TMED7_///_TMED7-TICAM2
45572_s_at,GGA1
213971_s_at,SUZ12_///_SUZ12P1
207305_s_at,TRAPPC8
229676_at,MTPAP
212733_at,KIAA0226
212297_at,ATP13A3
203050_at,TP53BP1
219913_s_at,CRNKL1
226501_at,XPNPEP3
208229_at,FGFR2
218669_at,RAP2C
213327_s_at,USP12
223215_s_at,JKAMP
216606_x_at,LYPLA2
219318_x_at,MED31
226758_at,LUC7L2
211358_s_at,CIZ1
212794_s_at,KIAA1033
202128_at,AREL1
200832_s_at,SCD
221774_x_at,SUPT20H
223780_s_at,MED13
1556059_s_at,SPEN
213794_s_at,NGDN
204295_at,SURF1
218427_at,SDCCAG3
203051_at,BAHD1
222204_s_at,RRN3
222628_s_at,REV1
222826_at,BLOC1S6
1558407_at,PLEKHG2
214042_s_at,RPL22
238346_s_at,TGS1
212934_at,UBXN2B
201353_s_at,BAZ2A
225593_at,LSM10
200767_s_at,FAM120A
209376_x_at,SCAF11
210337_s_at,ACLY
211758_x_at,TXNDC9
237289_at,CREB1
214268_s_at,MTMR4
218506_x_at,GLYR1
227422_at,STRN
57539_at,ZGPAT
211115_x_at,GEMIN2
217947_at,CMTM6
221637_s_at,C11orf48
203253_s_at,PPIP5K2
205010_at,GNL3L
217842_at,C7orf55-LUC7L2_///_LUC7L2
201463_s_at,TALDO1
229174_at,C3orf38
239377_at,EIF1AD
203334_at,DHX8
202120_x_at,AP2S1
216551_x_at,PLCG1
211034_s_at,HECTD4
218076_s_at,ARHGAP17
226993_at,TRIP12
218926_at,MYNN
225694_at,CDK12
209107_x_at,NCOA1
232902_s_at,RARS2
230164_at,ZNF621
218214_at,C12orf44
217776_at,RDH11
219653_at,LSM14B
219599_at,EIF4B
222500_at,PPIL1
200842_s_at,EPRS
215148_s_at,APBA3
218522_s_at,MAP1S
224903_at,CIRH1A
43544_at,MED16
202001_s_at,NDUFA6
224915_x_at,ZFAS1
229746_x_at,LOC100505876
242858_at,---
214835_s_at,SUCLG2
224250_s_at,SECISBP2
211727_s_at,COX11
214224_s_at,PIN4
201682_at,PMPCB
213410_at,C10orf137
227814_at,WDR53
201498_at,USP7
228578_at,RBM45
228543_at,PET117
205252_at,ZNF174
218626_at,EIF4ENIF1
201382_at,CACYBP
224712_x_at,SMIM7
209751_s_at,TRAPPC2_///_TRAPPC2P1
206567_s_at,PHF20
200708_at,GOT2
222682_s_at,FAM114A2
226243_at,PTRHD1
204022_at,WWP2
222615_s_at,LOC100630923_///_PRKRIP1
221425_s_at,ISCA1
226768_at,GIGYF1
1555374_at,---
217909_s_at,MLX
228114_x_at,C16orf13
232520_s_at,NSFL1C
213031_s_at,WDR73
225294_s_at,TRAPPC1
202868_s_at,POP4
208336_s_at,TECR
219774_at,CCDC93
212032_s_at,PTOV1
226567_at,USP14
219662_at,C2orf49
205812_s_at,TMED9
212766_s_at,ISG20L2
222507_s_at,TMEM9B
225002_s_at,SUMF2
215366_at,SNX13
213127_s_at,MED8
202905_x_at,NBN
201320_at,SMARCC2
216996_s_at,FASTKD2
204630_s_at,GOSR1
225490_at,ARID2
206238_s_at,YAF2
221777_at,C12orf52
210243_s_at,B4GALT3
218140_x_at,SRPRB
225206_s_at,MTRF1L
222442_s_at,ARL8B
216521_s_at,BRCC3
201917_s_at,SLC25A36
203095_at,MTIF2
211950_at,UBR4
1555337_a_at,ZNF317
221505_at,ANP32E
211807_x_at,PCDHGB5
201986_at,MED13
203674_at,HELZ
227244_s_at,---
225192_at,CACUL1
202195_s_at,TMED5
224641_at,FYTTD1
200871_s_at,PSAP
225587_at,TMEM129
213639_s_at,ZNF500
204700_x_at,DIEXF
218425_at,RNF216
212627_s_at,EXOSC7
215113_s_at,SENP3_///_SENP3-EIF4A1
212574_x_at,TMEM259
215075_s_at,GRB2
202930_s_at,SUCLA2
227090_at,PHF21A
212040_at,TGOLN2
223148_at,PIGS
200607_s_at,RAD21
221573_at,C7orf25_///_PSMA2
225649_s_at,STK35
208630_at,HADHA
223128_at,FOXRED1
224890_s_at,LAMTOR4
223053_x_at,SSU72
218249_at,ZDHHC6
226518_at,KCTD10
219633_at,TTPAL
208815_x_at,HSPA4
203006_at,INPP5A
204373_s_at,CEP350
225934_at,---
205423_at,AP1B1
218112_at,MRPS34
200968_s_at,PPIB
211015_s_at,HSPA4
202418_at,YIF1A
218794_s_at,TXNL4B
